6341416	2222222	3346287	6341426	7225448
6341417	7225439	3346288	6341427	7225449
6341418	7225440	3346289	6341428	7225450
6341419	7225441	3346290	6341429	7225451
6341420	7225442	3346291	6341430	7225452
6341421	7225443	3346292	6341431	7225453
6341422	7225444	3346293	6341432	7225454
6341423	7225445	3346294	6341433	7225455
6341424	7225446	3346295	6341434	7225456
6341425	7225447	3346296	6341435	7225457
